datetime,open,open_lag_5,perf_5
2022-01-01 00:00:00,46220.0,46666.97,0.00967048896581569
2022-01-01 01:00:00,46663.14,45707.67,-0.020475904536214264
2022-01-01 02:00:00,46779.88,45888.94,-0.01904536736733816
2022-01-01 03:00:00,46810.78,46329.08,-0.010290364740771187
2022-01-01 04:00:00,46806.83,46320.28,-0.01039485049510943
2022-01-01 05:00:00,46712.47,46220.0,-0.010542581028149468
2022-01-01 06:00:00,47218.56,46663.14,-0.011762747529784862
2022-01-01 07:00:00,46978.89,46779.88,-0.004236157985001392
2022-01-01 08:00:00,47234.25,46810.78,-0.008965316481155118
2022-01-01 09:00:00,47109.49,46806.83,-0.006424607865633787
2022-01-01 10:00:00,47127.87,46712.47,-0.008814317303116
2022-01-01 11:00:00,46894.02,47218.56,0.006920711851958968
2022-01-01 12:00:00,46777.0,46978.89,0.0043160100049169335
2022-01-01 13:00:00,47103.46,47234.25,0.002776653774478581
2022-01-01 14:00:00,47030.0,47109.49,0.001690197746119455
2022-01-01 15:00:00,46930.46,47127.87,0.004206436502007513
2022-01-01 16:00:00,47234.86,46894.02,-0.007215857102148789
2022-01-01 17:00:00,47285.71,46777.0,-0.010758218497723713
2022-01-01 18:00:00,47768.48,47103.46,-0.01392173248970878
2022-01-01 19:00:00,47586.95,47030.0,-0.011703838972659461
2022-01-01 20:00:00,47348.77,46930.46,-0.008834653994179736
2022-01-01 21:00:00,47424.99,47234.86,-0.004009067793161314
2022-01-01 22:00:00,47328.41,47285.71,-0.0009022065182414614
2022-01-01 23:00:00,47446.98,47768.48,0.0067759844778318866
2022-01-02 00:00:00,47745.97,47586.95,-0.003330542870948146
2022-01-02 01:00:00,47650.0,47348.77,-0.00632172088142714
2022-01-02 02:00:00,47380.52,47424.99,0.0009385713791237658
2022-01-02 03:00:00,47387.15,47328.41,-0.0012395765518710866
2022-01-02 04:00:00,47329.05,47446.98,0.0024917043549363507
2022-01-02 05:00:00,46938.53,47745.97,0.017202072583014472
2022-01-02 06:00:00,47083.1,47650.0,0.012040413651607509
2022-01-02 07:00:00,47140.43,47380.52,0.005093080398290734
2022-01-02 08:00:00,47191.39,47387.15,0.004148214324689356
2022-01-02 09:00:00,47227.17,47329.05,0.002157232796290878
2022-01-02 10:00:00,47290.0,46938.53,-0.00743222668640307
2022-01-02 11:00:00,47196.8,47083.1,-0.0024090616312971293
2022-01-02 12:00:00,47244.16,47140.43,-0.0021956152887468673
2022-01-02 13:00:00,47301.15,47191.39,-0.002320450982692853
2022-01-02 14:00:00,47162.14,47227.17,0.0013788602467996328
2022-01-02 15:00:00,47122.44,47290.0,0.003555843033594985
2022-01-02 16:00:00,47356.72,47196.8,-0.003376923063928377
2022-01-02 17:00:00,47809.73,47244.16,-0.011829600376325064
2022-01-02 18:00:00,47402.36,47301.15,-0.0021351257616709193
2022-01-02 19:00:00,47078.3,47162.14,0.0017808629453484196
2022-01-02 20:00:00,46940.45,47122.44,0.0038770399516835745
2022-01-02 21:00:00,47025.6,47356.72,0.007041271137423076
2022-01-02 22:00:00,47023.47,47809.73,0.0167205865496528
2022-01-02 23:00:00,47269.93,47402.36,0.0028015696236486976
2022-01-03 00:00:00,47314.62,47078.3,-0.004994650702045154
2022-01-03 01:00:00,47080.24,46940.45,-0.0029691862233497722
2022-01-03 02:00:00,47120.24,47025.6,-0.0020084787344037173
2022-01-03 03:00:00,47009.11,47023.47,0.00030547270518417775
2022-01-03 04:00:00,46810.54,47269.93,0.009813815435583512
2022-01-03 05:00:00,46821.03,47314.62,0.010542057703557648
2022-01-03 06:00:00,47094.99,47080.24,-0.00031319679651699685
2022-01-03 07:00:00,46915.32,47120.24,0.004367869599951535
2022-01-03 08:00:00,47075.2,47009.11,-0.00140392393447073
2022-01-03 09:00:00,46994.95,46810.54,-0.003924038646705577
2022-01-03 10:00:00,46997.47,46821.03,-0.0037542446433819167
2022-01-03 11:00:00,47135.56,47094.99,-0.0008607089848937768
2022-01-03 12:00:00,47413.38,46915.32,-0.01050462970579186
2022-01-03 13:00:00,47204.78,47075.2,-0.0027450609874678316
2022-01-03 14:00:00,47153.41,46994.95,-0.003360520479855145
2022-01-03 15:00:00,46873.71,46997.47,0.0026402859940039317
2022-01-03 16:00:00,46678.16,47135.56,0.009799015213967177
2022-01-03 17:00:00,46487.37,47413.38,0.019919603969852342
